word,phonetic,translation,definition,pos,exchange,frequency
shrill,ʃril,"n. 尖声\na. 尖锐的, 刺耳的\nvt. 尖声说出\nvi. 发出刺耳声",s. having or emitting a high-pitched and sharp tone or tones\ns. of colors that are bright and gaudy,,r:shriller/3:shrills/t:shrillest/i:shrilling/p:shrilled/d:shrilled,12017
shrimp,ʃrimp,"n. 虾, 小虾, 矮子\nvi. 捕小虾",n. small slender-bodied chiefly marine decapod crustaceans with a long tail and single pair of pincers; many species are edible\nv. fish for shrimp,,s:shrimps/i:shrimping/p:shrimped/3:shrimps/d:shrimped,4144
shrink,ʃriŋk,"n. 收缩, 萎缩, 回避\nvi. 收缩, 退缩, 萎缩, 缩小, 回避\nvt. 使收缩, 使缩小","v. reduce in size; reduce physically\nv. become smaller or draw together\nv. decrease in size, range, or extent",,p:shrank/d:shrunk/i:shrinking/3:shrinks/s:shrinks,4474
shrinking,,[医] 皱缩,n. process or result of becoming less or smaller\nn. the act of becoming less,,0:shrink/1:i/i:shrinking,11165
shrubbery,'ʃrʌbәri,"n. 灌木, 灌木林",n. an area where a number of shrubs are planted\nn. a collection of shrubs growing together,,s:shrubberies,19786
shut,ʃʌʃ,"n. 关闭\nvt. 关上, 闭起, 幽禁, 合拢, 轧住\nvi. 关上, 停止营业",a. not open,,d:shut/0:shut/1:dp/p:shut/i:shutting/3:shuts,1541
shutting,,n. [轻工业]闭锁,n. the act of closing something,,0:shut/1:i/i:shutting,
shy,ʃai,"n. 惊跳, 惊避\na. 胆怯的, 畏缩的, 迟疑的, 羞怯的\nvi. 惊退, 乱投, 乱掷, 厌恶, 避开\nvt. 乱投, 乱掷","n. a quick throw\nv. start suddenly, as from fright\nv. throw quickly\ns. short",,p:shied/d:shied/i:shying/3:shies/r:shyer/t:shyest,4407
shyly,,adv. 害羞地；羞怯地；胆怯地；小心地,r. in a shy or timid or bashful manner,,,14872
shyness,'ʃainis,"n. 羞怯, 胆怯",n. a feeling of fear of embarrassment,,,14749
sick,sik,"n. 病人\na. 不舒服, 有病的, 恶心的, 厌恶的, 渴望的, 病态的\nvt. 呕吐, 追击, 使(狗)去攻击",n. people who are sick\ns. deeply affected by a strong feeling,,r:sicker/t:sickest/i:/p:/3:sicks/d:,1746
sickly,'sikli,"a. 病弱的, 令人不快的, 无精打采的\nadv. 病态地\nvt. 使现病容",s unhealthy looking\ns somewhat ill or prone to illness,,d:sicklied/t:sickliest/r:sicklier,13802
side,said,"n. 旁边, 侧, 方面, 胁, 侧边, 血统\na. 旁的, 侧的, 次要的\nvt. 同意, 支持\nvi. 支持, 赞助",n. a place within a region identified relative to a center or reference location\nn. one of two or more contesting groups\nn. either the left or right half of a body\nn. a surface forming part of the outside of an object,,s:sides/p:sided/d:sided/i:siding/3:sides,249
sideboard,'saidbɒ:d,n. 餐具柜,n. a removable board fitted on the side of a wagon to increase its capacity\nn. a board that forms part of the side of a bed or crib,,s:sideboards,18546
sides,saidz,n. 边；面数；台词表（side的复数形式）,n a place within a region identified relative to a center or reference location\nn one of two or more contesting groups\nn either the left or right half of a body\nn a surface forming part of the outside of an object\nn an extended outer surface of an object\nn an aspect of something (as contrasted ,,1:s3/0:side,
sigh,sai,"n. 叹息\nvi. 叹息, 渴望\nvt. 叹息着说",n. an utterance made by exhaling audibly\nn. a sound like a person sighing\nv. heave or utter a sigh; breathe deeply and heavily\nv. utter with a sigh,,p:sighed/3:sighs/i:sighing/s:sighs/d:sighed,3349
sighed,said,"v. 叹气, 叹息( sigh的过去式和过去分词 ); 悲鸣; 叹着气说; 叹息道",imp. & p. p. of Sigh,,0:sigh/1:pd,
sighing,saiŋ,"v. 叹气, 叹息( sigh的现在分词 ); 悲鸣; 叹着气说; 叹息道",v heave or utter a sigh; breathe deeply and heavily\nv utter with a sigh,,0:sigh/1:i/s:sighings/i:sighing,35931
sight,sait,"n. 景观, 视力, 眼界, 阅读, 见解, 意见\nvt. 看见, 瞄准\nvi. 瞄准, 观看\na. 即席的, 见票即付的",n. an instance of visual perception\nn. anything that is seen\nn. the ability to see; the visual faculty\nn. a range of mental vision,,s:sights/d:sighted/p:sighted/i:sighting/3:sights,1629
sights,,"n. 风景, 名胜；视野（sight的复数）","n. an optical instrument for aiding the eye in aiming, as on a firearm or surveying instrument",,1:s3/0:sight,
sign,sain,"n. 符号, 招牌, 征兆, 正负号, 手势\nvt. 签名, 打手势表达\nvi. 签名\n[计] 正负号; 符号; 符号字符",n. a perceptible indication of something not immediately apparent (as a visible clue that something has happened)\nn. a public display of a message\nn. (medicine) any objective evidence of the presence of a disorder or disease\nn. a gesture that is part of a sign language,,s:signs/d:signed/p:signed/i:signing/3:signs,759
signal,'signl,"n. 信号, 暗号, 近因, 导火线\nvt. 向...作信号, 标志, 用信号通知\nvi. 发信号\na. 作为信号的, 显著的\n[计] 信号",n. any nonverbal action or gesture that encodes a message\nn. any incitement to action\nn. an electric quantity (voltage or current or field strength) whose modulation represents coded information about the source from which it comes\ns. notably out of the ordinary,,s:signals/p:signalled/d:signalled/i:signalling/3:signals,2078
signed,saind,a. 有符号的；有正负之分的；已签字的,a. having a handwritten signature,,0:sign/1:dp/d:signed/p:signed,13866
significant,sig'nifikәnt,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的",a. important in effect or meaning\ns. fairly large\na. too closely correlated to be attributed to chance and therefore indicating a systematic relation,,,719
signifies,ˈsiɡnifaiz,"v. 表示…的意思, 意味( signify的第三人称单数 ); 具有重要性, 要紧",v denote or connote\nv convey or express a meaning\nv make known with a word or signal,,0:signify/1:3,
signify,'signifai,"vt. 象征, 预示\nvi. 要紧, 重要",v. convey or express a meaning\nv. make known with a word or signal,,3:signifies/p:signified/i:signifying/d:signified,6690
signs,,n. 标志；符号（sign的复数）,n a perceptible indication of something not immediately apparent (as a visible clue that something has happened)\nn a public display of a message\nn any nonverbal action or gesture that encodes a message\nn structure displaying a board on which advertisements can be posted\nn (astrology) one of 12 e,,0:sign/1:s3,
silence,'sailәns,"n. 沉默, 无声, 静寂, 湮没, 无声息\nvt. 使缄默\ninterj. 安静","n. the state of being silent (as when no one is speaking)\nn. the absence of sound\nv. keep from expression, for example by threats or pressure",,d:silenced/p:silenced/i:silencing/s:silences/3:silences,1820
silent,'sailәnt,"a. 沉默的, 安静的, 无声的, 静止的\n[医] 静止的, 无症状的",s. marked by absence of sound\ns. implied by or inferred from actions or statements\ns. not made to sound\ns. having a frequency below or above the range of human audibility,,,2160
silently,'sailәntli,"adv. 默默地, 静静地",r without speaking,,,5146
silk,silk,"n. 丝, 绸, 绸锻类, 丝织品\na. 丝的, 丝织的",n. a fabric made from the fine threads produced by certain insect larvae\nn. animal fibers produced by silkworms and other larvae that spin cocoons and by most spiders,,s:silks,3969
silken,'silkәn,"a. 丝的, 绸制的, 柔软的, 圆滑的","s having a smooth, gleaming surface reflecting light",,,17768
silks,'sɪlks,n. 丝( silk的复数形式 ); 绸; （用于缝纫的）丝线王室律师; 王室法律顾问,n. the brightly colored garments of a jockey; emblematic of the stable\nn. a fabric made from the fine threads produced by certain insect larvae\nn. animal fibers produced by silkworms and other larvae that spin cocoons and by most spiders,,0:silk/1:s,
silky,'silki,"a. 丝的, 柔滑的","s having a smooth, gleaming surface reflecting light",,t:silkiest/r:silkier,11723
silliest,,蠢的（silly的最高级）,"s ludicrous, foolish\ns lacking seriousness; given to frivolity\ns inspiring scornful pity\ns dazed from or as if from repeated blows",,0:silly/1:t,
silly,'sili,"a. 愚蠢的, 糊涂的",n. a word used for misbehaving children,,t:silliest/r:sillier,4009
silver,'silvә,"n. 银, 银币, 银器\na. 银的, 银制的, 银器的\nvt. 镀银\nvi. 变银白色",n. a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography\nn. coins made of silver\nv. coat with a layer of silver or a silver amalgam\nv. make,,i:silvering/p:silvered/s:silvers/d:silvered/3:silvers,2439
silvery,'silvәri,"a. 像银的, 银色的, 银铃一般的",s resembling or reminiscent of silver\ns having the white lustrous sheen of silver\ns of lustrous grey; covered with or tinged with the color of silver,,,11870
similar,'similә,"a. 相似的, 类似的\nn. 相似的东西",a. marked by correspondence or resemblance\ns. (of words) expressing closely related meanings,,,720
similarity,.simi'læriti,"n. 类似, 类似处\n[法] 类似, 相似, 类似事例",n. the quality of being similar\nn. a Gestalt principle of organization holding that (other things being equal) parts of a stimulus field that are similar to each other tend to be perceived as belonging together as a unit,,s:similarities,4655
simple,'simpl,"a. 简单的, 普通的, 朴素的, 单纯的, 绝对的, 初级的, 原始的, 迟钝的\nn. 出身低微者, 傻子",n. any herbaceous plant having medicinal properties\na. having few parts; not complex or complicated or involved\na. (botany) of leaf shapes; of leaves having no divisions or subdivisions\ns. unornamented,,t:simplest/r:simpler,763
simpleton,'simpltәn,"n. 笨蛋, 傻子",n. a person lacking intelligence or common sense,,s:simpletons,28804
simply,'simpli,"adv. 简单地, 只是, 简直, 简朴地, 坦白地",r. absolutely; altogether; really,,,583
since,sins,"prep. 自...以后, 自...以来\nadv. 自那时以后\nconj. 既然, 自...以后, 自...以来","adv. From a definite past time until now; as, he went a month\n   ago, and I have not seen him since.\nadv. In the time past, counting backward from the present;\n   before this or now; ago.\nadv. When or that.\nprep. From the time of; in or during the time subsequent to;\n   subsequently to; after;",,,260
sincere,sin'siә,"a. 诚实的, 正直的, 真挚的, 纯净的",a. open and genuine; not deceitful,,t:sincerest/r:sincerer,6875
sincerely,sin'siәli,adv. 真诚地,r. with sincerity; without pretense\nr. written formula for ending a letter,,,10201
sincerity,sin'serәti,"n. 诚实, 真实, 诚心诚意",n. the quality of being open and truthful; not deceitful or hypocritical\nn. a quality of naturalness and simplicity,,s:sincerities,10928
sing,siŋ,"vi. 唱, 唱歌, 演唱, 鸣, 啼\nvt. 唱, 歌颂\nn. 嗖嗖声",v. deliver by singing\nv. produce tones with the voice\nv. to make melodious sounds,,i:singing/p:sang/d:sung/3:sings,1013
singed,sɪndʒd,"v. 浅表烧焦( singe的过去式和过去分词 ); （毛发）燎, 烧焦尖端[边儿]","v burn superficially or lightly\nv become superficially burned\nv deliver by singing\nv produce tones with the voice\nv to make melodious sounds\nv make a whining, ringing, or whistling sound\nv divulge confidential information or secrets",,0:singe/1:pd/p:singed/d:singed,32010
singers,ˈsɪŋəz,"n. 歌手, 歌唱家( singer的复数形式 ); 唱歌的人",n. a person who sings\nn. United States inventor of an improved chain-stitch sewing machine (1811-1875)\nn. United States writer (born in Poland) of Yiddish stories and novels (1904-1991),,0:singer/1:s,
singing,'siŋiŋ,"n. 歌唱, 歌声\n[计] 振鸣; 蜂鸣",n. the act of singing vocal music,,0:sing/1:i/i:singing,6489
single,'siŋgl,"a. 单身的, 单程的, 单一的, 个别的, 孤独的, 专一的\nn. 一个, 单打, 单程票\nvt. 选出\nvi. 击出一垒打\n[计] 单精度型",n. a base hit on which the batter stops safely at first base\nv. hit a single\na. used of flowers having usually only one row or whorl of petals\na. existing alone or consisting of one entity or part or aspect or individual,,s:singles/d:singled/p:singled/i:singling/3:singles,632
singled,ˈsiŋɡld,v. 挑选( single的过去式和过去分词 ),imp. & p. p. of Single,,0:single/1:dp,
singling,ˈsiŋɡlɪŋ,v. 挑选( single的现在分词 ),p. pr. & vb. n. of Single,,0:single/1:i/i:singling,
sings,,n. 合唱；歌声（sing复数形式）,"v deliver by singing\nv produce tones with the voice\nv to make melodious sounds\nv make a whining, ringing, or whistling sound\nv divulge confidential information or secrets",,0:sing/1:3,
singular,'siŋgjulә,"n. 单数\na. 异常的, 单一的","n. the form of a word that is used to denote a singleton\ns. being a single and separate person or thing\na. composed of one member, set, or kind\na. grammatical number category referring to a single item or unit",,s:singulars,9212
sink,siŋk,"n. 藏垢的场所, 沟渠, 污水槽\nvi. 下沉, 沉没, 下陷, 减弱, 衰退, 消沉, 堕落, 渗透\nvt. 使低落, 使下沉, 陷于, 投入(资金等), 挖掘",n. plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe\nn. (technology) a process that acts to absorb or remove energy or a substance from a system\nv. fall or descend to a lower place or level\nv. cause to sink,,p:sank/d:sunk/i:sinking/s:sinks/3:sinks,2809
